article_name,country,revision_id,population,article_quality
Theofelus Eiseb,Namibia,725653685,2.5,Stub
Hilma Nicanor,Namibia,725836779,2.5,Stub
Johan de Waal,Namibia,726241234,2.5,Start
Leon Jooste,Namibia,726241279,2.5,Stub
Eben van Zijl,Namibia,726241614,2.5,Start
Kalla Gertze,Namibia,726549300,2.5,Stub
Festus Ueitele,Namibia,726575925,2.5,Stub
Moses Amweelo,Namibia,726634885,2.5,Stub
Paul Smit,Namibia,726685653,2.5,Start
Alpheus Muheua,Namibia,726826653,2.5,Stub
Tjekero Tweya,Namibia,732970610,2.5,Stub
Lawrence Sampofu,Namibia,735098018,2.5,Stub
Marten Kapewasha,Namibia,736632076,2.5,Stub
Mose Penaani Tjitendero,Namibia,737894808,2.5,Stub
Clemens Kashuupulwa,Namibia,739326407,2.5,Stub
Muesee Kazapua,Namibia,742567576,2.5,Stub
Jan de Wet,Namibia,749312888,2.5,Start
Auguste Xoagus,Namibia,749384677,2.5,Stub
Arnold Tjihuiko,Namibia,749557521,2.5,Stub
Hafeni Ndemula,Namibia,750064392,2.5,Stub
Billy Mwaningange,Namibia,750168721,2.5,Stub
Thimoteus Tjamuaha,Namibia,750423258,2.5,Stub
Ignatius Shixwameni,Namibia,756962215,2.5,Stub
Hansina Christiaan,Namibia,757074156,2.5,Stub
Elma Dienda,Namibia,757074197,2.5,Stub
Clara Gowases,Namibia,757074271,2.5,Stub
Petrina Haingura,Namibia,757074308,2.5,Stub
Agnes Kafula,Namibia,757075026,2.5,Stub
Rosa Kavara,Namibia,757075263,2.5,Stub
Ngohauvi Lydia Kavetu,Namibia,757075306,2.5,Stub
Agnes Limbo,Namibia,757075328,2.5,Start
Teopolina Mushelenga,Namibia,757075486,2.5,Stub
Pashukeni Shoombe,Namibia,757076190,2.5,Stub
Katrina Hanse-Himarwa,Namibia,757565608,2.5,Stub
Henock Kankoshi,Namibia,757916897,2.5,Stub
Ida Hoffmann,Namibia,758853149,2.5,Stub
Sirkka Ausiku,Namibia,763773708,2.5,Start
Royal /Ui/o/oo,Namibia,765635399,2.5,Stub
Andrew Matjila,Namibia,767169616,2.5,Stub
Nathaniel Maxuilili,Namibia,768127257,2.5,Stub
Richard Kamwi,Namibia,768705466,2.5,Start
Joel Kaapanda,Namibia,768706125,2.5,Start
Rebecca Ndjoze-Ojo,Namibia,768706805,2.5,Start
Pohamba Shifeta,Namibia,768706876,2.5,Start
Uahekua Herunga,Namibia,768707364,2.5,Stub
Silvia Makgone,Namibia,768707856,2.5,Stub
Uilika Nambahu,Namibia,768797762,2.5,Stub
Pauline Dempers,Namibia,768809413,2.5,Start
Kovambo Nujoma,Namibia,768878536,2.5,Start
Penehupifo Pohamba,Namibia,770535053,2.5,Start
Hendrik Witbooi (politician),Namibia,772596247,2.5,Start
Ben Amathila,Namibia,773039495,2.5,Start
Heiko Lucks,Namibia,773070957,2.5,Stub
Netumbo Nandi-Ndaitwah,Namibia,773073864,2.5,Start
Erasmus Hendjala,Namibia,773588389,2.5,Stub
Cornelius Thuhageni Njoba,Namibia,774841020,2.5,Stub
Jurie Viljoen,Namibia,777857622,2.5,Start
Kandy Nehova,Namibia,778252266,2.5,Stub
Laura McLeod-Katjirua,Namibia,779986740,2.5,Start
Lempy Lucas,Namibia,780240233,2.5,Start
Jager Afrikaner,Namibia,781797749,2.5,Start
Jan Jonker Afrikaner,Namibia,781797819,2.5,Stub
Usutuaije Maamberua,Namibia,782432741,2.5,Start
Lucia Witbooi,Namibia,782487405,2.5,Stub
Philemon Moongo,Namibia,782702063,2.5,Start
Margaret Mensah-Williams,Namibia,783424239,2.5,Start
Marlene Mungunda,Namibia,783659445,2.5,Stub
Matheus Shikongo,Namibia,783936425,2.5,Stub
Hendrina Afrikaner,Namibia,785009070,2.5,Stub
Nickey Iyambo,Namibia,785237742,2.5,C
Willem Konjore,Namibia,785239830,2.5,Stub
Christian Afrikaner,Namibia,785267613,2.5,Stub
Manasse ǃNoreseb,Namibia,787159099,2.5,GA
Emil Appolus,Namibia,787547117,2.5,Start
Saara Kuugongelwa,Namibia,787813373,2.5,Start
Bernhardt Esau,Namibia,787890930,2.5,Start
John Pandeni,Namibia,788618481,2.5,Start
Loide Kasingo,Namibia,788620617,2.5,Start
Anton von Wietersheim,Namibia,789457805,2.5,Start
Emma Tuahepa,Namibia,789936651,2.5,Stub
Template:Namibian-politician-stub,Namibia,789946235,2.5,Stub
Asser Mbai,Namibia,789979998,2.5,Stub
Piet van der Walt,Namibia,790732456,2.5,Stub
Tom Alweendo,Namibia,790926872,2.5,Stub
Jeremia Nambinga,Namibia,790971471,2.5,Stub
Lucia Basson,Namibia,791521544,2.5,Stub
Monica Geingos,Namibia,792295818,2.5,Stub
Albert Kawana,Namibia,792363345,2.5,Start
Buddy Wentworth,Namibia,792553915,2.5,Stub
Bernadus Swartbooi,Namibia,792730125,2.5,Stub
Sophia Shaningwa,Namibia,793644087,2.5,Stub
Clemens Kapuuo,Namibia,794649810,2.5,C
Joseph Obgeb Jimmy,Namibia,797028914,2.5,Stub
Andreas Shipanga,Namibia,797218947,2.5,C
Hermanus Beukes,Namibia,797219044,2.5,Stub
Elaine Trepper,Namibia,797422099,2.5,Stub
Anton Lubowski,Namibia,797926029,2.5,Start
John Ya-Otto,Namibia,798445586,2.5,Stub
Peya Mushelenga,Namibia,798678085,2.5,Start
Rosa Namises,Namibia,798722629,2.5,C
Mohammed Stuart,Namibia,799023818,2.5,Stub
David Namwandi,Namibia,799202571,2.5,Start
Dawid Boois,Namibia,799283073,2.5,Start
Nora Schimming-Chase,Namibia,799298806,2.5,Stub
Peter Naholo,Namibia,799511171,2.5,Stub
Monica Nashandi,Namibia,799557543,2.5,C
Sakaria Nashandi,Namibia,799557683,2.5,Stub
Penda Ya Ndakolo,Namibia,799557832,2.5,Stub
Wilfried Emvula,Namibia,799559369,2.5,Stub
Elia Kaiyamo,Namibia,799560238,2.5,Start
Marx Nekongo,Namibia,799561144,2.5,Stub
Priscilla Beukes,Namibia,799566361,2.5,Stub
Philemon Malima,Namibia,799949216,2.5,Start
Rosalia Nghidinwa,Namibia,800002912,2.5,Start
Rudolph Kamburona,Namibia,800014905,2.5,Stub
Samuel Mbambo,Namibia,800067483,2.5,Start
Brendan Simbwaye,Namibia,800092405,2.5,Start
First Lady of Namibia,Namibia,800356701,2.5,Stub
Doreen Sioka,Namibia,800360997,2.5,Start
Steve Bezuidenhout,Namibia,800697620,2.5,Stub
Erastus Uutoni,Namibia,801845003,2.5,Stub
Pendukeni Iivula-Ithana,Namibia,803055843,2.5,C
Nehale Mpingana,Namibia,803403039,2.5,Start
John Mabuku,Namibia,804447986,2.5,Stub
Libertina Amathila,Namibia,804939484,2.5,Start
Frans Indongo,Namibia,804964495,2.5,Start
Eric Biwa,Namibia,804964895,2.5,Stub
Steve Mogotsi,Namibia,805008003,2.5,Stub
Clara Bohitile,Namibia,805008074,2.5,Start
Michael Goreseb,Namibia,805053642,2.5,Stub
Lydia Katjita,Namibia,805054018,2.5,Start
Asser Kuveri Kapere,Namibia,805055267,2.5,Start
Immanuel Ngatjizeko,Namibia,805120872,2.5,Start
Elijah Ngurare,Namibia,805772941,2.5,Start
Sacky Shanghala,Namibia,805855320,2.5,Start
Angelika Muharukua,Namibia,805981237,2.5,Start
Martin Andjaba,Namibia,806653470,2.5,Stub
Jonker Afrikaner,Namibia,806995404,2.5,Start
Kanuni (hompa),Namibia,807120122,2.5,Start
Gustaphine Tjombe,Namibia,807168546,2.5,Stub
Template:Nigeria-politician-stub,Nigeria,391862819,195.9,Stub
Template:Nigeria-diplomat-stub,Nigeria,548342756,195.9,Stub
Template:Nigeria-activist-stub,Nigeria,563278068,195.9,Stub
Aliyu Ibrahim Gebi,Nigeria,639021339,195.9,Stub
Azeez Issa Adesiji,Nigeria,671511760,195.9,Stub
Salisu Buhari,Nigeria,677435096,195.9,Stub
Template:RiversState-politician-stub,Nigeria,683127263,195.9,Stub
Template:Abia State-politician-stub,Nigeria,683996491,195.9,Stub
Igwe Aja-Nwachukwu,Nigeria,691389889,195.9,Stub
Christopher Nwankwo,Nigeria,696479863,195.9,Stub
Henry Ajomale,Nigeria,704094181,195.9,Stub
Kolapo Ishola,Nigeria,704235837,195.9,Start
Philip O. Emafo,Nigeria,704719275,195.9,Stub
Gidado dan Laima,Nigeria,705586751,195.9,Start
Jolly Nyame,Nigeria,706146554,195.9,Stub
Michael Botmang,Nigeria,709667983,195.9,Start
Aliyu Musa,Nigeria,710281144,195.9,Stub
Suleiman Takuma,Nigeria,710317252,195.9,Start
Igwegbe Odum,Nigeria,710422165,195.9,Stub
Isaac Shaahu,Nigeria,710510120,195.9,Stub
Ahmed Musa (politician),Nigeria,710510264,195.9,Stub
John Kadiya,Nigeria,710510671,195.9,Stub
Mahmud Tukur,Nigeria,710518211,195.9,Stub
Dapo Sarumi,Nigeria,710533184,195.9,Stub
Abraham Imogie,Nigeria,710533207,195.9,Stub
Adelusi Adeluyi,Nigeria,710533503,195.9,Stub
Samuel Edem,Nigeria,710985648,195.9,Stub
Jacob Obande,Nigeria,711417189,195.9,Stub
Abba Habib,Nigeria,711545907,195.9,Stub
Ganiyu Dawodu,Nigeria,711978679,195.9,Stub
Wahab Goodluck,Nigeria,712081212,195.9,Stub
Eddie Mbadiwe,Nigeria,712155706,195.9,Stub
George Agbazika Innih,Nigeria,712289148,195.9,Start
Oluseyi Bajulaiye,Nigeria,712500159,195.9,Stub
Vincent Eze Ogbulafor,Nigeria,714196192,195.9,Stub
Joseph Tarka,Nigeria,715792629,195.9,Start
Peter Onu,Nigeria,716145017,195.9,Stub
Ayisha Osori,Nigeria,717055090,195.9,Start
Chukwuemeka Ujam,Nigeria,717185387,195.9,Stub
Mamuda Aliyu Shinkafi,Nigeria,717224947,195.9,Stub
Steven Lawani,Nigeria,717363689,195.9,Stub
John Ewerekumoh Yeri,Nigeria,717535392,195.9,Stub
Sani Ndanusa,Nigeria,717537537,195.9,Start
Musa Inuwa,Nigeria,717577322,195.9,Stub
Shehu Kangiwa,Nigeria,717579914,195.9,Start
Usman Faruk,Nigeria,717587144,195.9,Start
Mike Attah,Nigeria,717587540,195.9,Stub
Datti Abubakar,Nigeria,717588432,195.9,Stub
John Kpera,Nigeria,717589198,195.9,Start
Mustapha Ismail,Nigeria,717595920,195.9,Stub
Joe Kalu-Igboama,Nigeria,717595956,195.9,Stub
Tanko Zubairu,Nigeria,717597698,195.9,Stub
Sunday Tuoyo,Nigeria,717601015,195.9,Stub
Sunday Abiodun Olukoya,Nigeria,717602204,195.9,Stub
Tony Ene Asuquo,Nigeria,717628113,195.9,Stub
Chukwuemeka Chikelu,Nigeria,717711844,195.9,Start
Broderick Bozimo,Nigeria,717802214,195.9,Stub
Olu Agunloye,Nigeria,717872176,195.9,Stub
Saidu Barda,Nigeria,718146373,195.9,Start
Werinipre Seibarugo,Nigeria,718210388,195.9,Stub
Musa Usman,Nigeria,718225373,195.9,Stub
Omoniyi Caleb Olubolade,Nigeria,718461820,195.9,Start
Sefiu Adegbenga Kaka,Nigeria,719905993,195.9,Stub
Kingsley Esiso,Nigeria,720011103,195.9,Stub
Ikeje Asogwa,Nigeria,720083087,195.9,Start
Ignatius Olisemeka,Nigeria,720161941,195.9,Stub
Alhaji Hassan Dalhat,Nigeria,721581071,195.9,Stub
Maurice Ekpenyong,Nigeria,722438087,195.9,Stub
Joshua M. Lidani,Nigeria,722467684,195.9,Stub
Haliru Dantoro,Nigeria,722859616,195.9,Stub
Patrick Ekpotu,Nigeria,723745966,195.9,Stub
Saviour Friday Udoh,Nigeria,725060895,195.9,Stub
Ibrahim Dasuki Jalo-Waziri,Nigeria,725377530,195.9,Start
Stephen Oluwole Awokoya,Nigeria,725642924,195.9,Start
Yinka Durosinmi,Nigeria,725668970,195.9,Start
Mahmud Shinkafi,Nigeria,726805368,195.9,Stub
Muhammed K. Abubakar,Nigeria,726818559,195.9,Stub
Nduese Essien,Nigeria,726818744,195.9,Start
Oladapo Afolabi,Nigeria,727741721,195.9,Start
Lloyd Chukwuemeka,Nigeria,730632839,195.9,Stub
Jerry Needam,Nigeria,730842731,195.9,Stub
Ojo Maduekwe,Nigeria,731021539,195.9,Start
Clifford Ohiagu,Nigeria,731276297,195.9,Stub
Njoku Nnamdi,Nigeria,731276344,195.9,Stub
Iheanacho Obioma,Nigeria,731276359,195.9,Stub
Uchechukwu N. Maduako,Nigeria,731276379,195.9,Stub
Anthony Eze Enwereuzor,Nigeria,731276422,195.9,Stub
Macebuh Chinonyerem,Nigeria,731276452,195.9,Stub
Nwakanwa Chimaobi,Nigeria,731276490,195.9,Stub
Ameh Ebute,Nigeria,731276619,195.9,Stub
Tanimowo Ogunlesi,Nigeria,731579887,195.9,Stub
Raphael Nomiye,Nigeria,732432078,195.9,Start
Elizabeth Ativie,Nigeria,737060177,195.9,Start
Achike Udenwa,Nigeria,737673853,195.9,Stub
Michael O. Chinda,Nigeria,737771495,195.9,Stub
Martins Amaewhule,Nigeria,737781073,195.9,Stub
Frank Eke,Nigeria,737787109,195.9,Stub
Sarafa Tunji Ishola,Nigeria,739125240,195.9,Start
John Mark Inienger,Nigeria,739129789,195.9,Start
Adamu Waziri,Nigeria,739175973,195.9,Start
Abubakar Sadiq A. Mohammed,Nigeria,739176020,195.9,Stub
Aliyu Obaje,Nigeria,740306640,195.9,Stub
L. A. Fabunmi,Nigeria,740447269,195.9,Stub
Temi Ejoor,Nigeria,741172432,195.9,Stub
John Yakubu,Nigeria,742117154,195.9,Stub
Boniface S. Emerengwa,Nigeria,742243239,195.9,Stub
Abdullahi Balarabe Salame,Nigeria,742594594,195.9,Stub
Patrick Koshoni,Nigeria,742684693,195.9,Start
Samuel Ogeh,Nigeria,743083415,195.9,Stub
Tatari Ali,Nigeria,743190896,195.9,Start
Odigha Odigha,Nigeria,743856621,195.9,Stub
Aminu Safana,Nigeria,743862677,195.9,Stub
Mohammed Bello Adoke,Nigeria,744087654,195.9,Start
Samuel Bassey,Nigeria,744117777,195.9,Start
Oluyemi Adeniji,Nigeria,744916250,195.9,Start
Oseleye Ojuka,Nigeria,745439794,195.9,Stub
Edwin Ume-Ezeoke,Nigeria,745595238,195.9,Stub
Raymond Njoku,Nigeria,745786235,195.9,Start
Tunji Otegbeye,Nigeria,746273474,195.9,C
Aminu Bashir Wali,Nigeria,746438262,195.9,Start
Bashir Yuguda,Nigeria,746534137,195.9,Stub
Frank Ajobena,Nigeria,746565081,195.9,Stub
Yarima Ibrahim,Nigeria,746756722,195.9,Stub
Sylvester Ugoh,Nigeria,747244277,195.9,Stub
National Security Advisor (Nigeria),Nigeria,747988410,195.9,Stub
Louis Mbanefo,Nigeria,748101471,195.9,C
Olugbenga Ashiru,Nigeria,748515743,195.9,Stub
Nuhu Bamalli,Nigeria,748633284,195.9,Stub
"List of Governors of Northern Region, Nigeria",Nigeria,751053462,195.9,Stub
Adejoke Orelope-Adefulire,Nigeria,751780937,195.9,Stub
Remi Babalola,Nigeria,752461243,195.9,Start
Onaolapo Soleye,Nigeria,752630175,195.9,Stub
Dahiru Mohammed,Nigeria,753093526,195.9,Start
Dan Nwanyanwu,Nigeria,753193542,195.9,Start
Sebastian Okechukwu Mezu,Nigeria,753200315,195.9,Start
James Shaibu Barka,Nigeria,753201175,195.9,Start
Danburam Abubakar Nuhu,Nigeria,753215523,195.9,Start
Tanko Yakasai,Nigeria,753870254,195.9,Stub
Ayo Fasanmi,Nigeria,755225924,195.9,Stub
Timothy Shelpidi,Nigeria,755597113,195.9,Stub
Feyisetan Fayose,Nigeria,756222460,195.9,Stub
Eme Okoro,Nigeria,756322600,195.9,Stub
Chukwuemeka Ngozichineke Wogu,Nigeria,756392289,195.9,Start
Sadiya Umar Farouq,Nigeria,756592132,195.9,Start
Ibrahim Bunu,Nigeria,756731872,195.9,Start
Mojisola Adekunle-Obasanjo,Nigeria,756827056,195.9,Stub
Yetunde Onanuga,Nigeria,756833464,195.9,Stub
Musa Mohammed Sada,Nigeria,757006942,195.9,Stub
Ebun Oyagbola,Nigeria,757336511,195.9,Start
Tejumade Alakija,Nigeria,757338458,195.9,Start
Gbolahan Olusegun Yishawu,Nigeria,757463566,195.9,Stub
Chinwe Obaji,Nigeria,757540500,195.9,Start
Fidelis Makka,Nigeria,757551494,195.9,Start
Fidelia Njeze,Nigeria,757562345,195.9,Start
Helen Esuene,Nigeria,757563136,195.9,Start
Manuela George-Izunwa,Nigeria,757613940,195.9,C
Ruqayyah Ahmed Rufa'i,Nigeria,757616922,195.9,Start
Clever Ikisikpo,Nigeria,757765871,195.9,Start
Samuel Adesina,Nigeria,757792473,195.9,Stub
Wilberforce Juta,Nigeria,757814345,195.9,Start
Mohammed Lawal,Nigeria,758372520,195.9,Start
Labaran Maku,Nigeria,758525626,195.9,Start
Nkechi Ikpeazu,Nigeria,758541021,195.9,Start
Mamman Kontagora,Nigeria,759171415,195.9,Start
Lamidi Adedibu,Nigeria,759508235,195.9,Start
Sarah Jibril,Nigeria,759698330,195.9,C
Ahmad Babba Kaita,Nigeria,760030043,195.9,Stub
Leo Segun Ajiborisha,Nigeria,760064451,195.9,Start
Deputy President of the Nigerian Senate,Nigeria,760126403,195.9,Stub
Walter Feghabo,Nigeria,760163064,195.9,Stub
Akanbi Oniyangi,Nigeria,760390131,195.9,Stub
Willie Obiano,Nigeria,760603745,195.9,Start
Chukwuebuka Anisiobi,Nigeria,761658964,195.9,Stub
Mohammed Kumalia,Nigeria,762063203,195.9,Stub
Gaius Obaseki,Nigeria,762106197,195.9,Start
Abd al-Qadir (Sokoto),Nigeria,762195257,195.9,Stub
Olugbenga Onaolapo Obadara,Nigeria,762379856,195.9,Stub
Ahmed Aboki Abdullahi,Nigeria,762496894,195.9,Stub
Friday Osanebi,Nigeria,762732359,195.9,Start
Abdulkadir Kure,Nigeria,763271950,195.9,Stub
Kande Balarabe,Nigeria,763593394,195.9,Stub
Richard Okonye,Nigeria,763681992,195.9,Start
Sabo Bakin Zuwo,Nigeria,763697656,195.9,Start
Mamman Shata,Nigeria,763883697,195.9,Start
Felix Hyatt,Nigeria,763999983,195.9,Stub
Zacheus Chukwukaelo Obi,Nigeria,764970868,195.9,Stub
Michael Opeyemi Bamidele,Nigeria,765023792,195.9,Start
Akachukwu Sullivan Nwankpo,Nigeria,765041723,195.9,C
Lekan Salami,Nigeria,765049939,195.9,Start
Moses Da Rocha,Nigeria,765260051,195.9,Start
Oluwaseyi Makinde,Nigeria,765263822,195.9,C
Yusuf Musa Nagogo,Nigeria,765273612,195.9,Start
Saidu Samaila Sambawa,Nigeria,765320219,195.9,Start
Segun Abraham,Nigeria,765563643,195.9,Start
Bukar Shaib,Nigeria,766493465,195.9,Stub
Alhaji Yahaya Madawaki,Nigeria,766945320,195.9,Start
Gabriel Suswam,Nigeria,767628905,195.9,Start
Sir Jude Ejiogu,Nigeria,768045378,195.9,Stub
Sheikh Ahmed Abdullah,Nigeria,768212416,195.9,Start
Samson Omeruah,Nigeria,768292967,195.9,Start
Dabo Aliyu,Nigeria,768440728,195.9,Stub
Ibrahim Kazaure,Nigeria,768484304,195.9,Stub
Josaiah Ndubuisi Wachuku,Nigeria,768489794,195.9,Stub
Bassey Asuquo,Nigeria,768587573,195.9,Stub
Michael Otedola,Nigeria,768611476,195.9,Start
Clem Ohameze,Nigeria,768747977,195.9,Start
Hadiza Bala Usman,Nigeria,769343495,195.9,Start
Abubakar Malami,Nigeria,769900146,195.9,Start
Ifeanyi Ugwuanyi,Nigeria,770052156,195.9,Start
Steve Ayorinde,Nigeria,770262490,195.9,Start
Richard Akinjide,Nigeria,770262534,195.9,Start
Sirika Hadi,Nigeria,771454540,195.9,Start
Ahmed Idris,Nigeria,771500609,195.9,Stub
Grace Ekpiwhre,Nigeria,771833733,195.9,Start
Victor Akande,Nigeria,772191879,195.9,Stub
Eziuche Ubani,Nigeria,772363251,195.9,Start
Isyaku Ibrahim,Nigeria,772366075,195.9,Start
Rilwanu Lukman,Nigeria,772635428,195.9,C
Edmund Daukoru,Nigeria,772635472,195.9,Start
Augustus Aikhomu,Nigeria,772962322,195.9,Start
Felix A. Obuah,Nigeria,773417427,195.9,Start
Mike Akhigbe,Nigeria,773596602,195.9,Start
Omotayo Oduntan,Nigeria,773766121,195.9,Stub
Amal Pepple,Nigeria,773923186,195.9,Start
Haliru Zakari Jikantoro,Nigeria,774077595,195.9,Stub
Virginia Etiaba,Nigeria,774143828,195.9,Start
John Nnia Nwodo,Nigeria,774178817,195.9,Start
Samuel Ikon,Nigeria,774250291,195.9,Start
Ishaya Mark Aku,Nigeria,774378994,195.9,Start
Ibrahim Gusau,Nigeria,774470803,195.9,Stub
Idris Waziri,Nigeria,774519887,195.9,Stub
Stephen Oru,Nigeria,774657494,195.9,Start
Donald Duke,Nigeria,775247499,195.9,Start
Magaji Muhammed,Nigeria,775487584,195.9,Stub
Henry Okon Archibong,Nigeria,775705253,195.9,Stub
Janet Nwadiogo Mokelu,Nigeria,776130152,195.9,Start
Philip Shaibu,Nigeria,776318059,195.9,Start
Jereton Mariere,Nigeria,776503248,195.9,Start
Reynolds Bekinbo Dagogo-Jack,Nigeria,776690769,195.9,C
Mudasiru Oyetunde Hussein,Nigeria,776822971,195.9,Start
List of ambassadors of Nigeria,Nigeria,776971035,195.9,Stub
John Okechukwuemeka,Nigeria,777156398,195.9,Start
Joy Ogwu,Nigeria,777639961,195.9,Start
Stephen Akiga,Nigeria,777804573,195.9,Start
Adedeji Adeleke,Nigeria,777928073,195.9,Stub
Isa Yuguda,Nigeria,778076626,195.9,Start
Kashim Ibrahim-Imam,Nigeria,778399850,195.9,Start
Kayode Otitoju,Nigeria,778492762,195.9,Start
Kema Chikwe,Nigeria,778591078,195.9,Start
Olusegun Olutoyin Aganga,Nigeria,779173965,195.9,C
Rita Akpan,Nigeria,779397776,195.9,Start
Aishat Ismail,Nigeria,779397867,195.9,Start
Maryam Ciroma,Nigeria,779397948,195.9,Start
Saudatu Bungudu,Nigeria,779398071,195.9,Stub
Jerry Gana,Nigeria,779398200,195.9,Start
Salamatu Hussaini Suleiman,Nigeria,779398347,195.9,Start
Josephine Anenih,Nigeria,779398522,195.9,Start
Khairat Abdulrazaq-Gwadabe,Nigeria,779398761,195.9,Start
Patricia Akwashiki,Nigeria,779399917,195.9,Start
Iyabo Anisulowo,Nigeria,779400398,195.9,Start
Kofoworola Bucknor,Nigeria,779408691,195.9,Stub
Mbonu Ojike,Nigeria,779424593,195.9,C
Badaru Abubakar,Nigeria,779439478,195.9,Start
Abubakar Mohammed,Nigeria,779487320,195.9,Stub
Adamu Garba Talba,Nigeria,779487343,195.9,Start
Ahmed Muhammad Maccido,Nigeria,779487453,195.9,Stub
Akinlabi Olasunkanmi,Nigeria,779487474,195.9,Start
Andrew Babalola,Nigeria,779487494,195.9,Stub
Audu Idris Umar,Nigeria,779487581,195.9,Start
Baba Tela,Nigeria,779487593,195.9,Start
Ben-Collins Ndu,Nigeria,779487623,195.9,Start
Dahiru Bako Gassol,Nigeria,779487749,195.9,Stub
Festus Olabode Ola,Nigeria,779487894,195.9,Stub
Gbenga Ogunniya,Nigeria,779487925,195.9,Start
Gregory Ngaji,Nigeria,779487945,195.9,Start
Gyang Dalyop Datong,Nigeria,779487950,195.9,Start
Haruna Abubakar,Nigeria,779487992,195.9,Stub
Haruna Aziz Zeego,Nigeria,779487993,195.9,Stub
Hassan Muhammed Gusau,Nigeria,779487997,195.9,Stub
Hosea Ehinlanwo,Nigeria,779488003,195.9,Start
Hyde Onuaguluchi,Nigeria,779488005,195.9,Stub
Ibiapuye Martyns-Yellowe,Nigeria,779488016,195.9,Stub
Ibrahim Kura Mohammed,Nigeria,779488019,195.9,Start
Ibrahim Kuta,Nigeria,779488020,195.9,Start
Ibrahim Muhammed Kirikasama,Nigeria,779488031,195.9,Start
Idi Othman Guda,Nigeria,779488036,195.9,Stub
Idris Abubakar,Nigeria,779488041,195.9,Start
Ifeanyi Ararume,Nigeria,779488044,195.9,Stub
Ikechukwu Obiorah,Nigeria,779488064,195.9,Start
Isa Mohammed (Nigerian senator),Nigeria,779488066,195.9,Stub
John Azuta-Mbata,Nigeria,779488110,195.9,Start
Jonathan Zwingina,Nigeria,779488117,195.9,Stub
Joseph Olatunji Ajayi,Nigeria,779488124,195.9,Stub
Joseph Waku,Nigeria,779488126,195.9,Stub
Jubril Aminu,Nigeria,779488141,195.9,Start
Julius Ucha,Nigeria,779488144,195.9,Start
Kaka Mallam Yale,Nigeria,779488147,195.9,Start
Kawu Peto Dukku,Nigeria,779488152,195.9,Start
Lawrence Ayo,Nigeria,779488173,195.9,Stub
Mohammed A. Muhammed,Nigeria,779488234,195.9,Start
Mohammed Adamu Bello,Nigeria,779488239,195.9,Start
Mohammed Tukur Liman,Nigeria,779488251,195.9,Stub
Moji Akinfenwa,Nigeria,779488252,195.9,Start
Nimi Barigha-Amange,Nigeria,779488273,195.9,Start
Omololu Meroyi,Nigeria,779488303,195.9,Start
Osita Izunaso,Nigeria,779488337,195.9,Start
Otaru Salihu Ohize,Nigeria,779488339,195.9,Stub
Patrick Aga,Nigeria,779488345,195.9,Stub
Patrick Osakwe,Nigeria,779488348,195.9,Start
Roland Owie,Nigeria,779488355,195.9,Stub
Sa'idu Ahmed Alkali,Nigeria,779488356,195.9,Start
Sahabi Alhaji Yaú,Nigeria,779488360,195.9,Start
Saidu Kumo,Nigeria,779488368,195.9,Start
Salisu Matori,Nigeria,779488370,195.9,Start
Sama’ila Mamman,Nigeria,779488376,195.9,Start
Satty Davies Gogwim,Nigeria,779488378,195.9,Start
Silas Janfa,Nigeria,779488381,195.9,Start
Simeon Oduoye,Nigeria,779488383,195.9,Start
Simon Ajibola,Nigeria,779488384,195.9,Start
Sola Akinyede,Nigeria,779488387,195.9,Start
Sylvanus Ngele,Nigeria,779488405,195.9,Stub
Sylvester Anyanwu,Nigeria,779488409,195.9,Start
Sylvester Ayodele Arise,Nigeria,779488411,195.9,Start
Tawar Umbi Wada,Nigeria,779488414,195.9,Stub
Tokunbo Afikuyomi,Nigeria,779488428,195.9,Stub
Tupele-Ebi Diffa,Nigeria,779488435,195.9,Stub
Udoma Udo Udoma,Nigeria,779488440,195.9,Start
Umar Usman Dukku,Nigeria,779488443,195.9,Stub
Umaru Dahiru,Nigeria,779488446,195.9,Start
Victor Oyofo,Nigeria,779488452,195.9,Stub
Vincent Obasi Usulor,Nigeria,779488454,195.9,Stub
Wahab Dosunmu,Nigeria,779488456,195.9,Stub
Wilson Asinobi Ake,Nigeria,779488458,195.9,Start
Yushau Anka,Nigeria,779488463,195.9,Start
Gbemisola Ruqayyah Saraki,Nigeria,779488979,195.9,Start
Joy Emodi,Nigeria,779489069,195.9,Start
Nkechi Justina Nwaogu,Nigeria,779489215,195.9,Start
Stella Omu,Nigeria,779489281,195.9,Start
Zainab Abdulkadir Kure,Nigeria,779489373,195.9,Stub
Nenadi Usman,Nigeria,779578315,195.9,Start
Ken Nnamani,Nigeria,779710549,195.9,Start
Jumoke Akindele,Nigeria,779732906,195.9,Start
Patrica Ndogu,Nigeria,779745886,195.9,Stub
Lateef Adegbite,Nigeria,779961769,195.9,C
Ita David Ikpeme,Nigeria,780341622,195.9,Start
Nkeiruka Onyejeocha,Nigeria,781024802,195.9,Stub
Folake Olunloyo,Nigeria,781239098,195.9,Stub
List of impeached Nigerian state governors,Nigeria,781543519,195.9,Start
Ebikabowei Victor-Ben,Nigeria,782178603,195.9,Start
Segun Adewale (Aeroland),Nigeria,782357462,195.9,Start
Sunday Fajinmi,Nigeria,782357673,195.9,Start
Ibrahim Tahir,Nigeria,782437981,195.9,Start
Adams Dabotorudima,Nigeria,782848034,195.9,Stub
